run,split,seed_index,connection,household,settlement_chf
export_30kw_0.3,validation,0,14,large_flex,30.009883880615234
export_30kw_0.3,validation,0,15,pv_battery,29.643342971801758
export_30kw_0.3,validation,0,16,pv_battery,33.675662994384766
export_30kw_0.3,validation,0,17,large_flex,9.258502006530762
export_30kw_0.3,validation,1,0,tenant,-13.671518325805664
export_30kw_0.3,validation,1,1,tenant,-15.317934036254883
export_30kw_0.3,validation,1,2,tenant,-13.487513542175293
export_30kw_0.3,validation,1,3,tenant,-14.599117279052734
export_30kw_0.3,validation,1,4,tenant,-14.151384353637695
export_30kw_0.3,validation,1,5,tenant,-12.384178161621094
export_30kw_0.3,validation,1,6,pv_only,26.128938674926758
export_30kw_0.3,validation,1,7,pv_battery,6.761775970458984
export_30kw_0.3,validation,1,8,pv_battery,7.150441646575928
export_30kw_0.3,validation,1,9,pv_battery,15.484972953796387
export_30kw_0.3,validation,1,10,pv_only,12.598440170288086
export_30kw_0.3,validation,1,11,pv_battery,37.545928955078125
export_30kw_0.3,validation,1,12,large_flex,-20.822174072265625
export_30kw_0.3,validation,1,13,large_flex,24.3992862701416
export_30kw_0.3,validation,1,14,large_flex,33.688941955566406
export_30kw_0.3,validation,1,15,pv_battery,31.155532836914062
export_30kw_0.3,validation,1,16,pv_battery,-0.5854881405830383
export_30kw_0.3,validation,1,17,large_flex,35.572940826416016
export_30kw_0.3,validation,2,0,tenant,-8.742680549621582
export_30kw_0.3,validation,2,1,tenant,-9.932107925415039
export_30kw_0.3,validation,2,2,tenant,-9.885499954223633
export_30kw_0.3,validation,2,3,tenant,-10.620241165161133
export_30kw_0.3,validation,2,4,tenant,-9.137765884399414
export_30kw_0.3,validation,2,5,tenant,-9.979759216308594
export_30kw_0.3,validation,2,6,pv_only,7.234725475311279
